coverage-data.xlsx
GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
ATG	Antigua and Barbuda	AMRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
ATG	Antigua and Barbuda	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	M2	
ATG	Antigua and Barbuda	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	2		General/routine	NATIONAL	M4	
ATG	Antigua and Barbuda	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	M12	
ATG	Antigua and Barbuda	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	M18	
ATG	Antigua and Barbuda	AMRO	2023	OPV	OPV (Oral polio vaccine)	1		General/routine	NATIONAL	M6	
ATG	Antigua and Barbuda	AMRO	2023	OPV	OPV (Oral polio vaccine)	2		General/routine	NATIONAL	M18	
ATG	Antigua and Barbuda	AMRO	2023	OPV	OPV (Oral polio vaccine)	3		General/routine	NATIONAL	Y5	
ATG	Antigua and Barbuda	AMRO	2023	OPV	OPV (Oral polio vaccine)	4		General/routine	NATIONAL	Y15	
ATG	Antigua and Barbuda	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	M2	sickle cell disease
ATG	Antigua and Barbuda	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	M4	sickle cell disease
ATG	Antigua and Barbuda	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	M6	sickle cell disease
ATG	Antigua and Barbuda	AMRO	2023	PPV23	PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	>=Y2	Vaccine given to risk groups >=2 as recommended by the doctor via medical Benefits (eg those with sickle cell disease diabetes ect)
ATG	Antigua and Barbuda	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	ADULTS	Adults	NATIONAL	Y25	
ATG	Antigua and Barbuda	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	6	B_ADO_W	General/routine	NATIONAL	Y15	
ATG	Antigua and Barbuda	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
ATG	Antigua and Barbuda	AMRO	2023	VARICELLA	Varicella vaccine	1		General/routine	NATIONAL	Y3-Y5	
ATG	Antigua and Barbuda	AMRO	2023	YF	YF (Yellow fever) vaccine	1	TRAVELLERS	Travellers	NATIONAL	1st contact	Travellers
AUS	Australia	WPRO	2023	DTAP	DTaP (acellular) vaccine	4	B_2YL_W	General/routine	NATIONAL	M18	
AUS	Australia	WPRO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	1		General/routine	NATIONAL	M2	
AUS	Australia	WPRO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	2		General/routine	NATIONAL	M4	
AUS	Australia	WPRO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	3		General/routine	NATIONAL	M6	
AUS	Australia	WPRO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y4	
AUS	Australia	WPRO	2023	HEPA_PEDIATRIC	Pediatric Hepatitis A vaccine	1	RISKGROUPS	Risk group(s)	SUBNATIONAL	M18	Aboriginal and Torres Strait Islander people in Queensland, Northern Territory, Western Australia and South Australia
AUS	Australia	WPRO	2023	HEPA_PEDIATRIC	Pediatric Hepatitis A vaccine	2	RISKGROUPS	Risk group(s)	SUBNATIONAL	Y4	Aboriginal and Torres Strait Islander people in Queensland, Northern Territory, Western Australia and South Australia
AUS	Australia	WPRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	>=Y19	Refugee and humanitarian entrants
AUS	Australia	WPRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	
AUS	Australia	WPRO	2023	HIB	Hib (Haemophilus influenzae type B) vaccine	4		General/routine	NATIONAL	M18	
AUS	Australia	WPRO	2023	HPV9	HPV-9 (Human Papilloma Virus 9-valent) vaccine	1	BOTH	HPV administered to females and males	NATIONAL	Y12-Y13	Single dose, school grade 7 or age equivalent, all genders
AUS	Australia	WPRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>=Y65	
AUS	Australia	WPRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		
AUS	Australia	WPRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		
AUS	Australia	WPRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conidtions, residents living in long-term care facilities
AUS	Australia	WPRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	M6-Y5	
AUS	Australia	WPRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
AUS	Australia	WPRO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	1		General/routine	NATIONAL	M12	
AUS	Australia	WPRO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	2		General/routine	NATIONAL	Y14-Y16	
AUS	Australia	WPRO	2023	MEN_B	Meningococcal B vaccine	1	RISKGROUPS	Risk group(s)	SUBNATIONAL	M2	Aboriginal and Torres Strait Islander children. 3rd dose at M6 given to Aboriginal and Torres Strait Islander children with specified medical risk conditions
AUS	Australia	WPRO	2023	MEN_B	Meningococcal B vaccine	2	RISKGROUPS	Risk group(s)	SUBNATIONAL	M4	Aboriginal and Torres Strait Islander children. 3rd dose at M6 given to Aboriginal and Torres Strait Islander children with specified medical risk conditions
AUS	Australia	WPRO	2023	MEN_B	Meningococcal B vaccine	3	RISKGROUPS	Risk group(s)	SUBNATIONAL	M6	Aboriginal and Torres Strait Islander children. 3rd dose at M6 given to Aboriginal and Torres Strait Islander children with specified medical risk conditions
AUS	Australia	WPRO	2023	MEN_B	Meningococcal B vaccine	4	RISKGROUPS	Risk group(s)	SUBNATIONAL	M12	Aboriginal and Torres Strait Islander children. 3rd dose at M6 given to Aboriginal and Torres Strait Islander children with specified medical risk conditions
AUS	Australia	WPRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	M12	
AUS	Australia	WPRO	2023	MMRV	MMRV (Measles, mumps, rubella and varicella) vaccine	2		General/routine	NATIONAL	M18	
AUS	Australia	WPRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1	ADULTS	Adults	NATIONAL	>=Y70	<=Y70 given to adults 70 years and over (not including Aboriginal and Torres Strait Islander adults).
AUS	Australia	WPRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M4	
AUS	Australia	WPRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M12	M12 dose may be 4th dose if M6 dose is administered to risk groups or for Aboriginal and Torres Strait Islander children in four regions (Queensland, Northern Territory, Western Australia and South Australia)
AUS	Australia	WPRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M2	
AUS	Australia	WPRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		All children medically at risk
AUS	Australia	WPRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	M6	M6 given to Aboriginal and Torres Strait Islander children in four regions (Queensland, Northern Territory, Western Australia and South Australia)
AUS	Australia	WPRO	2023	PPV23	PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine	1	ADULTS	Adults	NATIONAL	>=Y50	>=Y50 for Aboriginal and Torres Strait Islander adults (Indigenous adults)
AUS	Australia	WPRO	2023	PPV23	PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine	1		General/routine	SUBNATIONAL	Y4	Aboriginal and Torres Strait Islander children in four regions (Western Australia, Northern Territory, South Australia, Queensland)
AUS	Australia	WPRO	2023	PPV23	PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	Y4	Y4 for all children with specified medical risk conditions
AUS	Australia	WPRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	M2	
AUS	Australia	WPRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	M4	
AUS	Australia	WPRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	6	B_ADO_W	General/routine	NATIONAL	Y12-Y13	
AUS	Australia	WPRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
AUS	Australia	WPRO	2023	ZOSTER	Shingles (Herpes zoster for older adults) vaccine	1	ADULTS	Adults	NATIONAL	Y70-Y79	and includes time limited catch up program for 71-79 year olds until 31 Oct. 2023
AUS	Australia	WPRO	2023	ZOSTER	Shingles (Herpes zoster for older adults) vaccine	2	CATCHUP_A	Catch-up adults	NATIONAL	Y71-Y79	Time limited catch up program for 71-79 year olds until 31 Oct. 2023
AUT	Austria	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	1		General/routine	NATIONAL	M2	
AUT	Austria	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	2		General/routine	NATIONAL	M4	
AUT	Austria	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	3		General/routine	NATIONAL	M10-M11	
AUT	Austria	EURO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1	CATCHUP_C	Catch-up children	NATIONAL	Y7-Y15	Free catch up until Y14
AUT	Austria	EURO	2023	HPV9	HPV-9 (Human Papilloma Virus 9-valent) vaccine	1	CATCHUP_A	Catch-up adults	NATIONAL	<Y21	Females and males; free catch up until Y21 sing 01.02.2023
AUT	Austria	EURO	2023	HPV9	HPV-9 (Human Papilloma Virus 9-valent) vaccine	1	CATCHUP_C	Catch-up children	NATIONAL	<Y21	Females and males; free catch up until Y21 sing 01.02.2023
AUT	Austria	EURO	2023	HPV9	HPV-9 (Human Papilloma Virus 9-valent) vaccine	1	BOTH	HPV administered to females and males	NATIONAL	Y9	Females and males
AUT	Austria	EURO	2023	HPV9	HPV-9 (Human Papilloma Virus 9-valent) vaccine	2	BOTH	HPV administered to females and males	NATIONAL	+M6	Females and males
AUT	Austria	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>Y18	and older persons
AUT	Austria	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
AUT	Austria	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
AUT	Austria	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions, residents living in long-term care facilities, other groups
AUT	Austria	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	>=M6	
AUT	Austria	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	2		General/routine	NATIONAL	>=M6	
AUT	Austria	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
AUT	Austria	EURO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	1		General/routine	NATIONAL	Y10-Y13	
AUT	Austria	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1	CATCHUP_A	Catch-up adults	NATIONAL		Catch-up for everybody regardless of age
AUT	Austria	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1	CATCHUP_C	Catch-up children	NATIONAL		Catch-up for everybody regardless of age
AUT	Austria	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	+M3	
AUT	Austria	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	M9	
AUT	Austria	EURO	2023	PCV10	PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine	1		General/routine	NATIONAL	M2	
AUT	Austria	EURO	2023	PCV10	PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine	2		General/routine	NATIONAL	M4	
AUT	Austria	EURO	2023	PCV10	PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine	3		General/routine	NATIONAL	M12-M14	
AUT	Austria	EURO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	W6	
AUT	Austria	EURO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	M2	
AUT	Austria	EURO	2023	TDAP_S_IPV	Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine	4	B_CHILD_W	General/routine	NATIONAL	Y6-Y8	
AZE	Azerbaijan	EURO	2023	BCG	BCG (Baccille Calmette Guérin) vaccine	1		General/routine	NATIONAL	B	час 12
AZE	Azerbaijan	EURO	2023	DT	DT (Tetanus toxoid and diphtheria, children's dose) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y6	
AZE	Azerbaijan	EURO	2023	DTWP	DTwP (Whole cell) vaccine	4	B_2YL_W	General/routine	NATIONAL	M18	
AZE	Azerbaijan	EURO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	M2	
AZE	Azerbaijan	EURO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	M3	
AZE	Azerbaijan	EURO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	M4	
AZE	Azerbaijan	EURO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	час 12
AZE	Azerbaijan	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>=Y65	
AZE	Azerbaijan	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
AZE	Azerbaijan	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
AZE	Azerbaijan	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions
AZE	Azerbaijan	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	M6-Y18	
AZE	Azerbaijan	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
AZE	Azerbaijan	EURO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	M3	
AZE	Azerbaijan	EURO	2023	IPV	IPV (Inactivated polio vaccine)	2		General/routine	NATIONAL	M6	
AZE	Azerbaijan	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	M12	
AZE	Azerbaijan	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	Y6	
AZE	Azerbaijan	EURO	2023	OPV	OPV (Oral polio vaccine)	1		General/routine	NATIONAL	M2	
AZE	Azerbaijan	EURO	2023	OPV	OPV (Oral polio vaccine)	2		General/routine	NATIONAL	M3	
AZE	Azerbaijan	EURO	2023	OPV	OPV (Oral polio vaccine)	3		General/routine	NATIONAL	M4	
AZE	Azerbaijan	EURO	2023	OPV	OPV (Oral polio vaccine)	4		General/routine	NATIONAL	M18	
AZE	Azerbaijan	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M2	
AZE	Azerbaijan	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M4	
AZE	Azerbaijan	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M6	
AZE	Azerbaijan	EURO	2023	VITAMINA	Vitamin A supplements	1		General/routine	NATIONAL	M12	
AZE	Azerbaijan	EURO	2023	VITAMINA	Vitamin A supplements	2		General/routine	NATIONAL	M18	
BDI	Burundi	AFRO	2023	BCG	BCG (Baccille Calmette Guérin) vaccine	1		General/routine	NATIONAL	B	naissances vivantes
BDI	Burundi	AFRO	2023	DTWP	DTwP (Whole cell) vaccine	4	B_2YL_W	General/routine	NATIONAL	M18	12-23 mois
BDI	Burundi	AFRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	W6	0-11 mois
BDI	Burundi	AFRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	W10	0-11 mois
BDI	Burundi	AFRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	W14	0-11 mois
BDI	Burundi	AFRO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	W14	0-11 mois
BDI	Burundi	AFRO	2023	MR	MR (Measles and rubella) vaccine	1		General/routine	NATIONAL	M9	0-23 mois
BDI	Burundi	AFRO	2023	MR	MR (Measles and rubella) vaccine	2		General/routine	NATIONAL	M18	0-23 mois
BDI	Burundi	AFRO	2023	OPV	OPV (Oral polio vaccine)	1		General/routine	NATIONAL	B	0-11 mois
BDI	Burundi	AFRO	2023	OPV	OPV (Oral polio vaccine)	2		General/routine	NATIONAL	W6	0-11 mois
BDI	Burundi	AFRO	2023	OPV	OPV (Oral polio vaccine)	3		General/routine	NATIONAL	W10	0-11 mois
BDI	Burundi	AFRO	2023	OPV	OPV (Oral polio vaccine)	4		General/routine	NATIONAL	W14	0-11 mois
BDI	Burundi	AFRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	W6	0-11 mois
BDI	Burundi	AFRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	W10	0-11 mois
BDI	Burundi	AFRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	W14	0-11 mois
BDI	Burundi	AFRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	W6	0-11 mois
BDI	Burundi	AFRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	W10	0-11 mois
BDI	Burundi	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	2	ADULTS	Adults	NATIONAL	+M1	1er contact grossesse - femmes en âge de procrées
BDI	Burundi	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	3	ADULTS	Adults	NATIONAL	+M6	1er contact grossesse - femmes en âge de procrées
BDI	Burundi	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	4	ADULTS	Adults	NATIONAL	+Y1	1er contact grossesse - femmes en âge de procrées
BDI	Burundi	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	5	ADULTS	Adults	NATIONAL	+Y1	1er contact grossesse - femmes en âge de procrées
BDI	Burundi	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	ADULTS	Adults	NATIONAL	1st contact	1er contact grossesse - femmes en âge de procrées
